Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YML053C	.	chrXIII	-	169116	169754	0.0	0.0	0.0
YML105C	SEC65	chrXIII	-	57866	58687	0.0	0.0	0.0
YMR154C	RIM13	chrXIII	-	565999	568182	0.0	0.0	0.0
YMR146C	TIF34	chrXIII	-	557481	558524	0.0	0.0	0.0
YMR152W	YIM1	chrXIII	+	563096	564193	0.0	0.0	0.0
tM(CAU)M	EMT4	chrXIII	-	572883	572955	0.0	0.0	0.0
YMR317W	.	chrXIII	+	907364	910786	0.0	0.0	0.0
snR86	.	chrXIII	-	762110	763113	0.0	0.0	0.0
YML032C	RAD52	chrXIII	-	212515	213930	0.0	0.0	0.0
YMR242W-A	.	chrXIII	+	754297	754386	0.0	0.0	0.0
YMR247C	RKR1	chrXIII	-	763351	768039	0.0	0.0	0.0
YMR084W	.	chrXIII	+	436628	437416	0.0	0.0	0.0
YMR044W	IOC4	chrXIII	+	355384	356811	0.0	0.0	0.0
YMR078C	CTF18	chrXIII	-	422503	424728	0.0	0.0	0.0
YML057W	CMP2	chrXIII	+	160180	161994	0.0	0.0	0.0
YMR047C	NUP116	chrXIII	-	363364	366705	0.0	0.0	0.0
YMR163C	INP2	chrXIII	-	584271	586388	0.0	0.0	0.0
YML005W	TRM12	chrXIII	+	260221	261609	0.0	0.0	0.0
YMR005W	TAF4	chrXIII	+	276045	277211	0.0	0.0	0.0
YMR191W	SPG5	chrXIII	+	645656	646777	0.0	0.0	0.0
YML111W	BUL2	chrXIII	+	46942	49704	0.0	0.0	0.0
YMR162C	DNF3	chrXIII	-	578951	583921	0.0	0.0	0.0
YMR025W	CSI1	chrXIII	+	323300	324187	0.0	0.0	0.0
snR85	.	chrXIII	-	67768	67938	0.0	0.0	0.0
YML022W	APT1	chrXIII	+	228937	229500	0.0	0.0	0.0
YML042W	CAT2	chrXIII	+	192788	194800	0.0	0.0	0.0
YMR096W	SNZ1	chrXIII	+	458408	459301	0.0	0.0	0.0
YMR201C	RAD14	chrXIII	-	665845	667044	0.0	0.0	0.0
YML006C	GIS4	chrXIII	-	256092	258416	0.0	0.0	0.0
YML019W	OST6	chrXIII	+	233457	234455	0.0	0.0	0.0
YML059C	NTE1	chrXIII	-	153219	158258	0.0	0.0	0.0
YMR230W	RPS10B	chrXIII	+	732414	733141	0.0	0.0	0.0
YMR320W	.	chrXIII	+	916746	917051	0.0	0.0	0.0
YML034W	SRC1	chrXIII	+	209525	212155	0.0	0.0	0.0
YML124C	TUB3	chrXIII	-	22048	23683	0.0	0.0	0.0
YML025C	YML6	chrXIII	-	224406	225365	0.0	0.0	0.0
YMR033W	ARP9	chrXIII	+	337788	339277	0.0	0.0	0.0
YML002W	.	chrXIII	+	264541	266754	0.0	0.0	0.0
YMR214W	SCJ1	chrXIII	+	695350	696483	0.0	0.0	0.0
YMR274C	RCE1	chrXIII	-	814364	815311	0.0	0.0	0.0
YMR240C	CUS1	chrXIII	-	749930	751240	0.0	0.0	0.0
YMR272W-A	.	chrXIII	+	810466	810579	0.0	0.0	0.0
YMR291W	TDA1	chrXIII	+	852630	854390	0.0	0.0	0.0
YML016C	PPZ1	chrXIII	-	239458	241536	0.0	0.0	0.0
YMR059W	SEN15	chrXIII	+	391099	391485	0.0	0.0	0.0
YML119W	.	chrXIII	+	30611	31684	0.0	0.0	0.0
YMR247W-A	.	chrXIII	+	769283	769426	0.0	0.0	0.0
YML054C	CYB2	chrXIII	-	165533	167308	0.0	0.0	0.0
YML108W	.	chrXIII	+	54793	55110	0.0	0.0	0.0
YMR007W	.	chrXIII	+	279960	280340	0.0	0.0	0.0
YMR053C	STB2	chrXIII	-	380346	382898	0.0	0.0	0.0
YMR307C-A	.	chrXIII	-	887731	887925	0.0	0.0	0.0
YMR156C	TPP1	chrXIII	-	570300	571016	0.0	0.0	0.0
YMR071C	TVP18	chrXIII	-	410762	411265	0.0	0.0	0.0
YMR220W	ERG8	chrXIII	+	712316	713671	0.0	0.0	0.0
YMR023C	MSS1	chrXIII	-	319437	321017	0.0	0.0	0.0
YMR288W	HSH155	chrXIII	+	845571	848486	0.0	0.0	0.0
YML096W	.	chrXIII	+	79909	81486	0.0	0.0	0.0
YMR052W	FAR3	chrXIII	+	379586	380200	0.0	0.0	0.0
tR(UCU)M1	.	chrXIII	-	747892	747963	0.0	0.0	0.0
YMR120C	ADE17	chrXIII	-	507502	509280	0.0	0.0	0.0
tD(GUC)M	.	chrXIII	+	463554	463625	0.0	0.0	0.0
YMR283C	RIT1	chrXIII	-	835326	836867	0.0	0.0	0.0
YMR160W	.	chrXIII	+	575066	577516	0.0	0.0	0.0
YMR139W	RIM11	chrXIII	+	546125	547237	0.0	0.0	0.0
YML074C	FPR3	chrXIII	-	120089	121324	0.0	0.0	0.0
YMR175W-A	.	chrXIII	+	611314	611508	0.0	0.0	0.0
YMR085W	.	chrXIII	+	437491	438789	0.0	0.0	0.0
tY(GUA)M2	SUP8	chrXIII	+	837928	838016	0.0	0.0	0.0
YMR293C	HER2	chrXIII	-	855399	856793	0.0	0.0	0.0
YMR010W	ANY1	chrXIII	+	285100	286317	0.0	0.0	0.0
YML099C	ARG81	chrXIII	-	74398	77040	0.0	0.0	0.0
YMR030W-A	.	chrXIII	+	337313	337603	0.0	0.0	0.0
YMR294W	JNM1	chrXIII	+	856966	858087	0.0	0.0	0.0
YMR174C	PAI3	chrXIII	-	610159	610365	0.0	0.0	0.0
YMR037C	MSN2	chrXIII	-	344403	346517	0.0	0.0	0.0
YMR119W-A	.	chrXIII	+	506996	507370	0.0	0.0	0.0
YMR035W	IMP2	chrXIII	+	341142	341675	0.0	0.0	0.0
YML107C	PML39	chrXIII	-	55265	56269	0.0	0.0	0.0
YML100W	TSL1	chrXIII	+	70624	73920	0.0	0.0	0.0
YMR308C	PSE1	chrXIII	-	888952	892221	0.0	0.0	0.0
YML065W	ORC1	chrXIII	+	142210	144954	0.0	0.0	0.0
YMR019W	STB4	chrXIII	+	312156	315005	0.0	0.0	0.0
tF(GAA)M	.	chrXIII	+	352280	352370	0.0	0.0	0.0
YMR277W	FCP1	chrXIII	+	820256	822454	0.0	0.0	0.0
YMR292W	GOT1	chrXIII	+	854795	855293	0.0	0.0	0.0
YMR134W	ERG29	chrXIII	+	537838	538551	0.0	0.0	0.0
YMR028W	TAP42	chrXIII	+	327482	328582	0.0	0.0	0.0
YML123C	PHO84	chrXIII	-	24037	25800	0.0	0.0	0.0
YMR272W-B	.	chrXIII	+	811089	811196	0.0	0.0	0.0
YMR238W	DFG5	chrXIII	+	746353	747729	0.0	0.0	0.0
YML091C	RPM2	chrXIII	-	87123	90731	0.0	0.0	0.0
YML001W	YPT7	chrXIII	+	267174	267800	0.0	0.0	0.0
YMR194W	RPL36A	chrXIII	+	651145	651910	0.0	0.0	0.0
YMR217W	GUA1	chrXIII	+	701790	703367	0.0	0.0	0.0
YMR121C	RPL15B	chrXIII	-	509734	510348	0.0	0.0	0.0
YMR234W	RNH1	chrXIII	+	740266	741312	0.0	0.0	0.0
YML011C	RAD33	chrXIII	-	246895	247428	0.0	0.0	0.0
YML120C	NDI1	chrXIII	-	28266	29807	0.0	0.0	0.0
YMR193C-A	.	chrXIII	-	651072	651458	0.0	0.0	0.0
YMR322C	SNO4	chrXIII	-	918366	919079	0.0	0.0	0.0
YMR143W	RPS16A	chrXIII	+	551928	552903	0.0	0.0	0.0
YML009C	MRPL39	chrXIII	-	251304	251516	0.0	0.0	0.0
YML067C	ERV41	chrXIII	-	139063	140214	0.0	0.0	0.0
YML130C	ERO1	chrXIII	-	11483	13174	0.0	0.0	0.0
YMR116C	ASC1	chrXIII	-	499456	500688	0.0	0.0	0.0
YMR158W	MRPS8	chrXIII	+	572248	572715	0.0	0.0	0.0
YMR167W	MLH1	chrXIII	+	594886	597195	0.0	0.0	0.0
YMR061W	RNA14	chrXIII	+	392755	394788	0.0	0.0	0.0
YMR168C	CEP3	chrXIII	-	597332	599158	0.0	0.0	0.0
YML008C	ERG6	chrXIII	-	251839	252990	0.0	0.0	0.0
YMR117C	SPC24	chrXIII	-	501250	501891	0.0	0.0	0.0
YMR054W	STV1	chrXIII	+	383303	385975	0.0	0.0	0.0
YMR122W-A	.	chrXIII	+	511315	511569	0.0	0.0	0.0
YMR159C	ATG16	chrXIII	-	574476	574928	0.0	0.0	0.0
YMR173W-A	.	chrXIII	+	608897	610081	0.0	0.0	0.0
YML078W	CPR3	chrXIII	+	111002	111550	0.0	0.0	0.0
YMR024W	MRPL3	chrXIII	+	321875	323047	0.0	0.0	0.0
YMR045C	.	chrXIII	-	357359	362627	0.0	0.0	0.0
YMR008C	PLB1	chrXIII	-	280590	282584	0.0	0.0	0.0
YMR135C	GID8	chrXIII	-	538689	540056	0.0	0.0	0.0
YMR211W	DML1	chrXIII	+	689083	690510	0.0	0.0	0.0
YMR212C	EFR3	chrXIII	-	690695	693043	0.0	0.0	0.0
YMR223W	UBP8	chrXIII	+	716715	718130	0.0	0.0	0.0
YMR013W-A	.	chrXIII	+	298311	298391	0.0	0.0	0.0
YML089C	.	chrXIII	-	91041	91409	0.0	0.0	0.0
YMR115W	MGR3	chrXIII	+	497704	499209	0.0	0.0	0.0
YMR236W	TAF9	chrXIII	+	742971	743444	0.0	0.0	0.0
YML133W-A	.	chrXIII	+	1610	2185	0.0	0.0	0.0
YMR124W	EPO1	chrXIII	+	514456	517287	0.0	0.0	0.0
YMR254C	.	chrXIII	-	777615	777923	0.0	0.0	0.0
YMR048W	CSM3	chrXIII	+	366981	367934	0.0	0.0	0.0
YMR280C	CAT8	chrXIII	-	827028	831329	0.0	0.0	0.0
YMR278W	PRM15	chrXIII	+	822763	824631	0.0	0.0	0.0
YMR296C	LCB1	chrXIII	-	859215	860891	0.0	0.0	0.0
YMR324C	.	chrXIII	-	922202	922444	0.0	0.0	0.0
YMR166C	MME1	chrXIII	-	593367	594473	0.0	0.0	0.0
YML046W	PRP39	chrXIII	+	181474	183363	0.0	0.0	0.0
YML116W-A	.	chrXIII	+	37472	37774	0.0	0.0	0.0
YML028W	TSA1	chrXIII	+	220138	220728	0.0	0.0	0.0
YMR049C	ERB1	chrXIII	-	368094	370517	0.0	0.0	0.0
YMR319C	FET4	chrXIII	-	912880	914538	0.0	0.0	0.0
YMR172C-A	.	chrXIII	-	607828	608211	0.0	0.0	0.0
YML099W-A	.	chrXIII	+	74229	74558	0.0	0.0	0.0
YML014W	TRM9	chrXIII	+	243225	244064	0.0	0.0	0.0
YMR204C	INP1	chrXIII	-	670063	671325	0.0	0.0	0.0
YMR095C	SNO1	chrXIII	-	457285	457959	0.0	0.0	0.0
YMR142C	RPL13B	chrXIII	-	550206	551207	0.0	0.0	0.0
YMR229C	RRP5	chrXIII	-	725934	731123	0.0	0.0	0.0
tE(UUC)M	.	chrXIII	+	290801	290872	0.0	0.0	0.0
YMR074C	SDD2	chrXIII	-	413036	413473	0.0	0.0	0.0
YMR135W-A	.	chrXIII	+	539911	540444	0.0	0.0	0.0
YMR197C	VTI1	chrXIII	-	658545	659198	0.0	0.0	0.0
YMR103C	.	chrXIII	-	472902	473264	0.0	0.0	0.0
YMR255W	GFD1	chrXIII	+	778001	778567	0.0	0.0	0.0
YMR200W	ROT1	chrXIII	+	664752	665522	0.0	0.0	0.0
YMR022W	UBC7	chrXIII	+	318680	319177	0.0	0.0	0.0
tW(CCA)M	.	chrXIII	-	379303	379408	0.0	0.0	0.0
YML090W	.	chrXIII	+	90744	91130	0.0	0.0	0.0
YML055W	SPC2	chrXIII	+	164790	165326	0.0	0.0	0.0
YMR101C	SRT1	chrXIII	-	468445	469476	0.0	0.0	0.0
YMR276W	DSK2	chrXIII	+	818827	819948	0.0	0.0	0.0
YMR284W	YKU70	chrXIII	+	838187	839995	0.0	0.0	0.0
YMR294W-A	.	chrXIII	+	858209	858568	0.0	0.0	0.0
YMR315W	.	chrXIII	+	902800	903849	0.0	0.0	0.0
YMR104C	YPK2	chrXIII	-	473420	475453	0.0	0.0	0.0
YMR130W	.	chrXIII	+	532119	533027	0.0	0.0	0.0
YML041C	VPS71	chrXIII	-	194913	195755	0.0	0.0	0.0
YMR119W	ASI1	chrXIII	+	505333	507207	0.0	0.0	0.0
YML118W	NGL3	chrXIII	+	32334	33851	0.0	0.0	0.0
YMR243C	ZRC1	chrXIII	-	754838	756166	0.0	0.0	0.0
YML003W	.	chrXIII	+	263483	264355	0.0	0.0	0.0
tA(AGC)M1	.	chrXIII	-	321147	321219	0.0	0.0	0.0
YML015C	TAF11	chrXIII	-	241989	243029	0.0	0.0	0.0
YML036W	CGI121	chrXIII	+	205642	206293	0.0	0.0	0.0
YMR058W	FET3	chrXIII	+	388822	390732	0.0	0.0	0.0
YMR090W	.	chrXIII	+	449245	449928	0.0	0.0	0.0
YMR275C	BUL1	chrXIII	-	815651	818581	0.0	0.0	0.0
YMR311C	GLC8	chrXIII	-	896914	897603	0.0	0.0	0.0
YMR060C	SAM37	chrXIII	-	391532	392515	0.0	0.0	0.0
YMR075W	RCO1	chrXIII	+	413982	416036	0.0	0.0	0.0
YMR086C-A	.	chrXIII	-	442026	442364	0.0	0.0	0.0
YMR241W	YHM2	chrXIII	+	751961	752905	0.0	0.0	0.0
YML047W-A	.	chrXIII	+	179893	180258	0.0	0.0	0.0
YMR041C	ARA2	chrXIII	-	350966	351973	0.0	0.0	0.0
snR54	.	chrXIII	-	163535	163620	0.0	0.0	0.0
YML080W	DUS1	chrXIII	+	108806	110077	0.0	0.0	0.0
YML056C	IMD4	chrXIII	-	162194	164176	0.0	0.0	0.0
YMR031C	EIS1	chrXIII	-	332212	334743	0.0	0.0	0.0
YMR079W	SEC14	chrXIII	+	424989	426059	0.0	0.0	0.0
YMR281W	GPI12	chrXIII	+	832339	833253	0.0	0.0	0.0
YMR069W	NAT4	chrXIII	+	407709	408566	0.0	0.0	0.0
YMR128W	ECM16	chrXIII	+	523696	527499	0.0	0.0	0.0
YMR267W	PPA2	chrXIII	+	801772	802704	0.0	0.0	0.0
YML093W	UTP14	chrXIII	+	83090	85789	0.0	0.0	0.0
snR73	.	chrXIII	+	298307	298412	0.0	0.0	0.0
YMR256C	COX7	chrXIII	-	778945	779127	0.0	0.0	0.0
YMR151W	YIM2	chrXIII	+	562506	562943	0.0	0.0	0.0
YMR175W	SIP18	chrXIII	+	611016	611255	0.0	0.0	0.0
YMR105C	PGM2	chrXIII	-	475897	477606	0.0	0.0	0.0
snR76	.	chrXIII	+	297725	297833	0.0	0.0	0.0
YMR027W	.	chrXIII	+	325877	327289	0.0	0.0	0.0
YMR285C	NGL2	chrXIII	-	840144	841691	0.0	0.0	0.0
YMR233W	TRI1	chrXIII	+	739185	739865	0.0	0.0	0.0
YML126C	ERG13	chrXIII	-	19060	20535	0.0	0.0	0.0
YMR271C	URA10	chrXIII	-	806865	807548	0.0	0.0	0.0
YMR004W	MVP1	chrXIII	+	274017	275552	0.0	0.0	0.0
YMR097C	MTG1	chrXIII	-	459424	460527	0.0	0.0	0.0
YMR299C	DYN3	chrXIII	-	864412	865350	0.0	0.0	0.0
YML057C-A	.	chrXIII	-	160023	160412	0.0	0.0	0.0
YML012W	ERV25	chrXIII	+	246116	246751	0.0	0.0	0.0
YML060W	OGG1	chrXIII	+	151871	153001	0.0	0.0	0.0
YMR098C	ATP25	chrXIII	-	460771	462609	0.0	0.0	0.0
YMR087W	.	chrXIII	+	442527	443381	0.0	0.0	0.0
YMR213W	CEF1	chrXIII	+	693381	695153	0.0	0.0	0.0
YMR226C	.	chrXIII	-	721593	722396	0.0	0.0	0.0
tQ(CUG)M	CDC65	chrXIII	-	808246	808317	0.0	0.0	0.0
YMR013C-A	.	chrXIII	-	296471	296620	0.0	0.0	0.0
YMR126C	DLT1	chrXIII	-	520761	521789	0.0	0.0	0.0
YMR189W	GCV2	chrXIII	+	637500	640604	0.0	0.0	0.0
YMR178W	.	chrXIII	+	618479	619303	0.0	0.0	0.0
YMR245W	.	chrXIII	+	758563	759183	0.0	0.0	0.0
YML031W	NDC1	chrXIII	+	214189	216156	0.0	0.0	0.0
YMR133W	REC114	chrXIII	+	536207	537609	0.0	0.0	0.0
YMR198W	CIK1	chrXIII	+	659745	661529	0.0	0.0	0.0
YML106W	URA5	chrXIII	+	56773	57453	0.0	0.0	0.0
YMR290C	HAS1	chrXIII	-	850074	851591	0.0	0.0	0.0
YML021C	UNG1	chrXIII	-	229734	230813	0.0	0.0	0.0
YMR011W	HXT2	chrXIII	+	288079	289704	0.0	0.0	0.0
YMR289W	ABZ2	chrXIII	+	848685	849809	0.0	0.0	0.0
YMR081C	ISF1	chrXIII	-	430079	431095	0.0	0.0	0.0
tV(AAC)M2	.	chrXIII	-	420588	420661	0.0	0.0	0.0
tK(CUU)M	.	chrXIII	-	480621	480693	0.0	0.0	0.0
YMR244W	.	chrXIII	+	757250	758317	0.0	0.0	0.0
YMR239C	RNT1	chrXIII	-	748262	749677	0.0	0.0	0.0
snR77	.	chrXIII	+	297506	297593	0.0	0.0	0.0
YMR196W	.	chrXIII	+	655076	658342	0.0	0.0	0.0
YMR287C	DSS1	chrXIII	-	842436	845345	0.0	0.0	0.0
snR78	.	chrXIII	+	297278	297364	0.0	0.0	0.0
YML030W	RCF1	chrXIII	+	216435	216914	0.0	0.0	0.0
YMR282C	AEP2	chrXIII	-	833356	835098	0.0	0.0	0.0
YMR109W	MYO5	chrXIII	+	486587	490246	0.0	0.0	0.0
YML072C	TCB3	chrXIII	-	124730	129367	0.0	0.0	0.0
YMR030W	RSF1	chrXIII	+	330793	331923	0.0	0.0	0.0
YMR082C	.	chrXIII	-	431769	432125	0.0	0.0	0.0
YML063W	RPS1B	chrXIII	+	146482	147249	0.0	0.0	0.0
YMR219W	ESC1	chrXIII	+	707133	712109	0.0	0.0	0.0
YMR125W	STO1	chrXIII	+	517539	520446	0.0	0.0	0.0
YMR264W	CUE1	chrXIII	+	795805	796416	0.0	0.0	0.0
YML049C	RSE1	chrXIII	-	174220	178305	0.0	0.0	0.0
YMR026C	PEX12	chrXIII	-	324236	325435	0.0	0.0	0.0
YMR013C	SEC59	chrXIII	-	295179	296738	0.0	0.0	0.0
YMR150C	IMP1	chrXIII	-	561956	562528	0.0	0.0	0.0
YML115C	VAN1	chrXIII	-	40187	41794	0.0	0.0	0.0
YML017W	PSP2	chrXIII	+	236588	238731	0.0	0.0	0.0
YMR064W	AEP1	chrXIII	+	397903	399459	0.0	0.0	0.0
YML066C	SMA2	chrXIII	-	140424	141533	0.0	0.0	0.0
YMR170C	ALD2	chrXIII	-	601562	603082	0.0	0.0	0.0
YMR173W	DDR48	chrXIII	+	608689	609981	0.0	0.0	0.0
YMR303C	ADH2	chrXIII	-	873291	874337	0.0	0.0	0.0
YMR313C	TGL3	chrXIII	-	899379	901307	0.0	0.0	0.0
YMR092C	AIP1	chrXIII	-	451632	453479	0.0	0.0	0.0
YMR323W	ERR3	chrXIII	+	920088	921401	0.0	0.0	0.0
YML043C	RRN11	chrXIII	-	190244	191767	0.0	0.0	0.0
YMR155W	.	chrXIII	+	568551	570194	0.0	0.0	0.0
YML004C	GLO1	chrXIII	-	261705	262685	0.0	0.0	0.0
YMR202W	ERG2	chrXIII	+	667537	668205	0.0	0.0	0.0
YMR251W	GTO3	chrXIII	+	772915	774015	0.0	0.0	0.0
YMR187C	.	chrXIII	-	634689	635984	0.0	0.0	0.0
YMR057C	.	chrXIII	-	388359	388730	0.0	0.0	0.0
YMR102C	.	chrXIII	-	469848	472352	0.0	0.0	0.0
YMR046C	.	chrXIII	-	361305	362627	0.0	0.0	0.0
YMR020W	FMS1	chrXIII	+	315377	316903	0.0	0.0	0.0
YMR207C	HFA1	chrXIII	-	677193	683564	0.0	0.0	0.0
YMR270C	RRN9	chrXIII	-	805326	806423	0.0	0.0	0.0
YMR036C	MIH1	chrXIII	-	341856	343520	0.0	0.0	0.0
YMR016C	SOK2	chrXIII	-	303236	305593	0.0	0.0	0.0
YMR043W	MCM1	chrXIII	+	353871	354731	0.0	0.0	0.0
YMR181C	.	chrXIII	-	623616	624080	0.0	0.0	0.0
YML117W	NAB6	chrXIII	+	34243	37647	0.0	0.0	0.0
YML024W	RPS17A	chrXIII	+	225889	226697	0.0	0.0	0.0
YMR210W	MGL2	chrXIII	+	687516	688865	0.0	0.0	0.0
YMR031W-A	.	chrXIII	+	334709	335035	0.0	0.0	0.0
YMR080C	NAM7	chrXIII	-	426712	429627	0.0	0.0	0.0
YMR002W	MIX17	chrXIII	+	272193	272663	0.0	0.0	0.0
YMR111C	.	chrXIII	-	492404	493792	0.0	0.0	0.0
YMR164C	MSS11	chrXIII	-	587274	589550	0.0	0.0	0.0
YMR290W-A	.	chrXIII	+	851422	851769	0.0	0.0	0.0
YMR070W	MOT3	chrXIII	+	409154	410626	0.0	0.0	0.0
YML133C	.	chrXIII	-	461	4684	0.0	0.0	0.0
YML092C	PRE8	chrXIII	-	85987	86739	0.0	0.0	0.0
YML100W-A	.	chrXIII	+	70138	70311	0.0	0.0	0.0
YMR316W	DIA1	chrXIII	+	904825	905835	0.0	0.0	0.0
YMR179W	SPT21	chrXIII	+	619858	622134	0.0	0.0	0.0
YMR050C	.	chrXIII	-	373057	378325	0.0	0.0	0.0
YML079W	.	chrXIII	+	110247	110852	0.0	0.0	0.0
YML109W	ZDS2	chrXIII	+	51640	54468	0.0	0.0	0.0
YML023C	NSE5	chrXIII	-	226994	228664	0.0	0.0	0.0
YML075C	HMG1	chrXIII	-	115734	118898	0.0	0.0	0.0
YMR042W	ARG80	chrXIII	+	352603	353136	0.0	0.0	0.0
YML007W	YAP1	chrXIII	+	253848	255800	0.0	0.0	0.0
YMR297W	PRC1	chrXIII	+	861922	863520	0.0	0.0	0.0
YMR302C	YME2	chrXIII	-	870073	872625	0.0	0.0	0.0
YMR193W	MRPL24	chrXIII	+	650036	650812	0.0	0.0	0.0
YMR263W	SAP30	chrXIII	+	794919	795524	0.0	0.0	0.0
YMR242C	RPL20A	chrXIII	-	753225	753742	0.0	0.0	0.0
YMR129W	POM152	chrXIII	+	527804	531817	0.0	0.0	0.0
YML095C	RAD10	chrXIII	-	81481	82113	0.0	0.0	0.0
YML084W	.	chrXIII	+	99489	99797	0.0	0.0	0.0
YML122C	.	chrXIII	-	26038	26418	0.0	0.0	0.0
tL(CAA)M	.	chrXIII	+	504895	505008	0.0	0.0	0.0
YML131W	.	chrXIII	+	10198	11295	0.0	0.0	0.0
YMR253C	.	chrXIII	-	775946	777190	0.0	0.0	0.0
YMR258C	ROY1	chrXIII	-	782620	784281	0.0	0.0	0.0
YMR316C-A	.	chrXIII	-	905662	905973	0.0	0.0	0.0
YML104C	MDM1	chrXIII	-	58939	62322	0.0	0.0	0.0
YMR208W	ERG12	chrXIII	+	684467	685798	0.0	0.0	0.0
YMR199W	CLN1	chrXIII	+	662644	664284	0.0	0.0	0.0
tH(GUG)M	.	chrXIII	+	363064	363135	0.0	0.0	0.0
YMR259C	TRM732	chrXIII	-	784621	788883	0.0	0.0	0.0
YMR003W	AIM34	chrXIII	+	273118	273714	0.0	0.0	0.0
YML081W	TDA9	chrXIII	+	104777	108532	0.0	0.0	0.0
YMR051C	.	chrXIII	-	377003	378325	0.0	0.0	0.0
YMR149W	SWP1	chrXIII	+	560996	561856	0.0	0.0	0.0
YML129C	COX14	chrXIII	-	14541	14753	0.0	0.0	0.0
YML073C	RPL6A	chrXIII	-	123227	124172	0.0	0.0	0.0
YMR040W	YET2	chrXIII	+	350381	350863	0.0	0.0	0.0
tA(AGC)M2	.	chrXIII	-	768369	768441	0.0	0.0	0.0
YML009C-A	.	chrXIII	-	250675	251001	0.0	0.0	0.0
YMR176W	ECM5	chrXIII	+	611740	615975	0.0	0.0	0.0
YMR009W	ADI1	chrXIII	+	284102	284641	0.0	0.0	0.0
YML018C	.	chrXIII	-	234771	235952	0.0	0.0	0.0
YMR205C	PFK2	chrXIII	-	671887	674766	0.0	0.0	0.0
YMR141W-A	.	chrXIII	+	550911	551135	0.0	0.0	0.0
YMR301C	ATM1	chrXIII	-	867555	869627	0.0	0.0	0.0
YMR112C	MED11	chrXIII	-	494100	494495	0.0	0.0	0.0
YMR172W	HOT1	chrXIII	+	605981	608140	0.0	0.0	0.0
YMR216C	SKY1	chrXIII	-	698811	701039	0.0	0.0	0.0
YML026C	RPS18B	chrXIII	-	222987	223828	0.0	0.0	0.0
YMR186W	HSC82	chrXIII	+	632355	634472	0.0	0.0	0.0
YML029W	USA1	chrXIII	+	217362	219878	0.0	0.0	0.0
YMR001C-A	.	chrXIII	-	271347	271577	0.0	0.0	0.0
YMR314W	PRE5	chrXIII	+	901709	902413	0.0	0.0	0.0
snR72	.	chrXIII	+	298554	298651	0.0	0.0	0.0
tG(GCC)M	.	chrXIII	-	183898	183968	0.0	0.0	0.0
YMR251W-A	HOR7	chrXIII	+	774752	774931	0.0	0.0	0.0
YMR261C	TPS3	chrXIII	-	790205	793369	0.0	0.0	0.0
YML068W	ITT1	chrXIII	+	137550	138944	0.0	0.0	0.0
YMR072W	ABF2	chrXIII	+	411569	412120	0.0	0.0	0.0
YML052W	SUR7	chrXIII	+	170402	171310	0.0	0.0	0.0
YMR086W	SEG1	chrXIII	+	439208	442090	0.0	0.0	0.0
YMR265C	.	chrXIII	-	796540	797925	0.0	0.0	0.0
YMR295C	.	chrXIII	-	858297	858890	0.0	0.0	0.0
YMR073C	IRC21	chrXIII	-	412268	412873	0.0	0.0	0.0
YMR195W	ICY1	chrXIII	+	654034	654417	0.0	0.0	0.0
YML087C	AIM33	chrXIII	-	94431	95369	0.0	0.0	0.0
YMR221C	FMP42	chrXIII	-	713931	715445	0.0	0.0	0.0
YMR153C-A	.	chrXIII	-	565574	565909	0.0	0.0	0.0
YMR108W	ILV2	chrXIII	+	484084	486147	0.0	0.0	0.0
YMR145C	NDE1	chrXIII	-	554793	556475	0.0	0.0	0.0
YMR015C	ERG5	chrXIII	-	300869	302485	0.0	0.0	0.0
YML010W	SPT5	chrXIII	+	247677	250868	0.0	0.0	0.0
tR(UCU)M2	.	chrXIII	-	131825	131896	0.0	0.0	0.0
YML062C	MFT1	chrXIII	-	147505	148683	0.0	0.0	0.0
YMR006C	PLB2	chrXIII	-	277561	279681	0.0	0.0	0.0
YML101C	CUE4	chrXIII	-	69735	70088	0.0	0.0	0.0
YML081C-A	ATP18	chrXIII	-	103983	104162	0.0	0.0	0.0
YML110C	COQ5	chrXIII	-	50031	50954	0.0	0.0	0.0
YMR182W-A	.	chrXIII	+	625811	625897	0.0	0.0	0.0
YML088W	UFO1	chrXIII	+	92235	94241	0.0	0.0	0.0
YML094W	GIM5	chrXIII	+	82275	82849	0.0	0.0	0.0
YMR077C	VPS20	chrXIII	-	421484	422149	0.0	0.0	0.0
YML098W	TAF13	chrXIII	+	77267	77770	0.0	0.0	0.0
YMR262W	.	chrXIII	+	793726	794667	0.0	0.0	0.0
YML069W	POB3	chrXIII	+	135500	137158	0.0	0.0	0.0
YMR123W	PKR1	chrXIII	+	513593	513961	0.0	0.0	0.0
YML128C	MSC1	chrXIII	-	15135	16676	0.0	0.0	0.0
YMR157C	AIM36	chrXIII	-	571277	572044	0.0	0.0	0.0
YMR316C-B	.	chrXIII	-	907321	907629	0.0	0.0	0.0
YMR063W	RIM9	chrXIII	+	397077	397796	0.0	0.0	0.0
YMR244C-A	COA6	chrXIII	-	758517	758831	0.0	0.0	0.0
YMR310C	.	chrXIII	-	895716	896669	0.0	0.0	0.0
YML116W	ATR1	chrXIII	+	38196	39824	0.0	0.0	0.0
YMR141C	.	chrXIII	-	549736	550044	0.0	0.0	0.0
YMR300C	ADE4	chrXIII	-	865559	867091	0.0	0.0	0.0
