transcript_id,batch1,batch2,chem1,chem2
YLR308W_mRNA,0,0,0,0
YLR309C_mRNA,0,0,0,0
YLR310C_mRNA,0,0,0,0
YLR311C_mRNA,0,0,0,0
YLR312C_mRNA,0,0,0,0
YLR312W-A_mRNA,0,0,0,0
YLR313C_mRNA,0,0,0,0
YLR314C_mRNA,0,0,0,0
YLR315W_mRNA,0,0,0,0
YLR316C_mRNA,0,0,0,0
YLR317W_mRNA,0,0,0,0
YLR318W_mRNA,0,0,0,0
YLR319C_mRNA,0,0,0,0
YLR320W_mRNA,0,0,0,0
YLR321C_mRNA,0,0,0,0
YLR322W_mRNA,0,0,0,0
YLR323C_mRNA,0,0,0,0
YLR324W_mRNA,0,0,0,0
YLR325C_mRNA,0,0,0,0
YLR326W_mRNA,0,0,0,0
YLR327C_mRNA,0,0,0,0
tX(XXX)L_tRNA,0,0,0,0
YLR328W_mRNA,0,0,0,0
YLR329W_mRNA,0,0,0,0
YLR330W_mRNA,0,0,0,0
YLR331C_mRNA,0,0,0,0
YLR332W_mRNA,0,0,0,0
tD(GUC)L2_tRNA,0,0,0,0
snR61_snoRNA,0,0,0,0
snR55_snoRNA,0,0,0,0
snR57_snoRNA,0,0,0,0
YLR333C_mRNA,0,0,0,0
YLR334C_mRNA,0,0,0,0
tE(UUC)L_tRNA,0,0,0,0
YLR335W_mRNA,0,0,0,0
YLR336C_mRNA,0,0,0,0
YLR337C_mRNA,0,0,0,0
YLR338W_mRNA,0,0,0,0
YLR339C_mRNA,0,0,0,0
YLR340W_mRNA,0,0,0,0
YLR341W_mRNA,0,0,0,0
YLR342W_mRNA,0,0,0,0
YLR342W-A_mRNA,0,0,0,0
YLR343W_mRNA,0,0,0,0
tR(CCG)L_tRNA,0,0,0,0
YLR344W_mRNA,0,0,0,0
YLR345W_mRNA,0,0,0,0
YLR346C_mRNA,0,0,0,0
YLR347C_mRNA,0,0,0,0
YLR347W-A_mRNA,0,0,0,0
YLR348C_mRNA,0,0,0,0
YLR349W_mRNA,0,0,0,0
YLR350W_mRNA,0,0,0,0
YLR351C_mRNA,0,0,0,0
YLR352W_mRNA,0,0,0,0
YLR353W_mRNA,0,0,0,0
YLR354C_mRNA,0,0,0,0
YLR355C_mRNA,0,0,0,0
YLR356W_mRNA,0,0,0,0
YLR357W_mRNA,0,0,0,0
YLR358C_mRNA,0,0,0,0
YLR359W_mRNA,0,0,0,0
YLR360W_mRNA,0,0,0,0
YLR361C_mRNA,0,0,0,0
YLR361C-A_mRNA,0,0,0,0
YLR362W_mRNA,0,0,0,0
YLR363C_mRNA,0,0,0,0
YLR363W-A_mRNA,0,0,0,0
YLR364W_mRNA,0,0,0,0
YLR365W_mRNA,0,0,0,0
YLR364C-A_mRNA,0,0,0,0
YLR366W_mRNA,0,0,0,0
YLR367W_mRNA,0,0,0,0
snR44_snoRNA,0,0,0,0
YLR368W_mRNA,0,0,0,0
YLR369W_mRNA,0,0,0,0
YLR370C_mRNA,0,0,0,0
YLR371W_mRNA,0,0,0,0
YLR372W_mRNA,0,0,0,0
YLR373C_mRNA,0,0,0,0
YLR374C_mRNA,0,0,0,0
YLR375W_mRNA,0,0,0,0
YLR376C_mRNA,0,0,0,0
YLR377C_mRNA,0,0,0,0
tK(UUU)L_tRNA,0,0,0,0
YLR378C_mRNA,0,0,0,0
YLR379W_mRNA,0,0,0,0
YLR380W_mRNA,0,0,0,0
YLR381W_mRNA,0,0,0,0
YLR382C_mRNA,0,0,0,0
YLR383W_mRNA,0,0,0,0
YLR384C_mRNA,0,0,0,0
YLR385C_mRNA,0,0,0,0
YLR386W_mRNA,0,0,0,0
YLR387C_mRNA,0,0,0,0
YLR388W_mRNA,0,0,0,0
snR34_snoRNA,0,0,0,0
YLR389C_mRNA,0,0,0,0
YLR390W_mRNA,0,0,0,0
YLR390W-A_mRNA,0,0,0,0
YLR392C_mRNA,0,0,0,0
YLR393W_mRNA,0,0,0,0
YLR394W_mRNA,0,0,0,0
YLR395C_mRNA,0,0,0,0
YLR396C_mRNA,0,0,0,0
YLR397C_mRNA,0,0,0,0
YLR398C_mRNA,0,0,0,0
YLR399C_mRNA,0,0,0,0
YLR399W-A_mRNA,0,0,0,0
YLR400W_mRNA,0,0,0,0
YLR401C_mRNA,0,0,0,0
YLR402W_mRNA,0,0,0,0
YLR403W_mRNA,0,0,0,0
YLR404W_mRNA,0,0,0,0
YLR405W_mRNA,0,0,0,0
YLR406C_mRNA,0,0,0,0
YLR406C-A_mRNA,0,0,0,0
YLR407W_mRNA,0,0,0,0
YLR408C_mRNA,0,0,0,0
YLR409C_mRNA,0,0,0,0
YLR410W_mRNA,0,0,0,0
YLR410W-A,0,0,0,0
YLR410W-B,0,0,0,0
YLR411W_mRNA,0,0,0,0
YLR412W_mRNA,0,0,0,0
YLR412C-A_mRNA,0,0,0,0
YLR413W_mRNA,0,0,0,0
YLR414C_mRNA,0,0,0,0
YLR415C_mRNA,0,0,0,0
YLR416C_mRNA,0,0,0,0
YLR417W_mRNA,0,0,0,0
YLR418C_mRNA,0,0,0,0
YLR419W_mRNA,0,0,0,0
tL(UAA)L_tRNA,0,0,0,0
YLR420W_mRNA,0,0,0,0
YLR421C_mRNA,0,0,0,0
YLR422W_mRNA,0,0,0,0
YLR423C_mRNA,0,0,0,0
YLR424W_mRNA,0,0,0,0
tN(GUU)L_tRNA,0,0,0,0
YLR425W_mRNA,0,0,0,0
YLR426W_mRNA,0,0,0,0
YLR427W_mRNA,0,0,0,0
YLR428C_mRNA,0,0,0,0
YLR429W_mRNA,0,0,0,0
YLR430W_mRNA,0,0,0,0
YLR431C_mRNA,0,0,0,0
YLR432W_mRNA,0,0,0,0
YLR433C_mRNA,0,0,0,0
YLR434C_mRNA,0,0,0,0
YLR435W_mRNA,0,0,0,0
YLR436C_mRNA,0,0,0,0
YLR437C_mRNA,0,0,0,0
YLR437C-A_mRNA,0,0,0,0
YLR438W_mRNA,0,0,0,0
YLR438C-A_mRNA,0,0,0,0
YLR439W_mRNA,0,0,0,0
YLR440C_mRNA,0,0,0,0
YLR441C_mRNA,0,0,0,0
YLR442C_mRNA,0,0,0,0
YLR443W_mRNA,0,0,0,0
YLR444C_mRNA,0,0,0,0
YLR445W_mRNA,0,0,0,0
YLR446W_mRNA,0,0,0,0
YLR447C_mRNA,0,0,0,0
YLR448W_mRNA,0,0,0,0
YLR449W_mRNA,0,0,0,0
YLR450W_mRNA,0,0,0,0
YLR451W_mRNA,0,0,0,0
YLR452C_mRNA,0,0,0,0
YLR453C_mRNA,0,0,0,0
YLR454W_mRNA,0,0,0,0
tI(AAU)L2_tRNA,0,0,0,0
YLR455W_mRNA,0,0,0,0
YLR456W_mRNA,0,0,0,0
YLR457C_mRNA,0,0,0,0
YLR458W_mRNA,0,0,0,0
YLR459W_mRNA,0,0,0,0
YLR460C_mRNA,0,0,0,0
YLR461W_mRNA,0,0,0,0
YLR462W_mRNA,0,0,0,0
YLR463C_mRNA,0,0,0,0
YLR464W_mRNA,0,0,0,0
YLR465C_mRNA,0,0,0,0
YLR466W_mRNA,0,0,0,0
YLR466C-A_mRNA,0,0,0,0
YLR466C-B_mRNA,0,0,0,0
YLR467W_mRNA,0,0,0,0
YLR467C-A_mRNA,0,0,0,0
YPL283C_mRNA,0,0,0,0
YPL283W-B_mRNA,0,0,0,0
YPL283W-A_mRNA,0,0,0,0
YPL282C_mRNA,0,0,0,0
YPL281C_mRNA,0,0,0,0
YPL280W_mRNA,0,0,0,0
YPL279C_mRNA,0,0,0,0
YPL278C_mRNA,0,0,0,0
YPL277C_mRNA,0,0,0,0
YPL276W,0,0,0,0
YPL275W,0,0,0,0
YPL274W_mRNA,0,0,0,0
YPL273W_mRNA,0,0,0,0
YPL272C_mRNA,0,0,0,0
YPL271W_mRNA,0,0,0,0
YPL270W_mRNA,0,0,0,0
YPL269W_mRNA,0,0,0,0
YPL268W_mRNA,0,0,0,0
YPL267W_mRNA,0,0,0,0
YPL266W_mRNA,0,0,0,0
YPL265W_mRNA,0,0,0,0
YPL264C_mRNA,0,0,0,0
YPL263C_mRNA,0,0,0,0
YPL262W_mRNA,0,0,0,0
YPL261C_mRNA,0,0,0,0
YPL260W_mRNA,0,0,0,0
YPL259C_mRNA,0,0,0,0
YPL258C_mRNA,0,0,0,0
tW(CCA)P_tRNA,0,0,0,0
YPL257W_mRNA,0,0,0,0
YPL256C_mRNA,0,0,0,0
YPL255W_mRNA,0,0,0,0
YPL254W_mRNA,0,0,0,0
YPL253C_mRNA,0,0,0,0
YPL252C_mRNA,0,0,0,0
YPL251W_mRNA,0,0,0,0
YPL250C_mRNA,0,0,0,0
YPL249C-A_mRNA,0,0,0,0
YPL250W-A_mRNA,0,0,0,0
YPL249C_mRNA,0,0,0,0
YPL248C_mRNA,0,0,0,0
YPL247C_mRNA,0,0,0,0
YPL246C_mRNA,0,0,0,0
YPL245W_mRNA,0,0,0,0
YPL244C_mRNA,0,0,0,0
YPL243W_mRNA,0,0,0,0
YPL242C_mRNA,0,0,0,0
YPL241C_mRNA,0,0,0,0
YPL240C_mRNA,0,0,0,0
YPL239W_mRNA,0,0,0,0
YPL238C_mRNA,0,0,0,0
YPL237W_mRNA,0,0,0,0
YPL236C_mRNA,0,0,0,0
YPL235W_mRNA,0,0,0,0
YPL234C_mRNA,0,0,0,0
YPL233W_mRNA,0,0,0,0
YPL232W_mRNA,0,0,0,0
YPL231W_mRNA,0,0,0,0
YPL230W_mRNA,0,0,0,0
YPL229W_mRNA,0,0,0,0
YPL228W_mRNA,0,0,0,0
YPL227C_mRNA,0,0,0,0
YPL226W_mRNA,0,0,0,0
YPL225W_mRNA,0,0,0,0
YPL224C_mRNA,0,0,0,0
YPL223C_mRNA,0,0,0,0
YPL222W_mRNA,0,0,0,0
YPL222C-A_mRNA,0,0,0,0
YPL221W_mRNA,0,0,0,0
YPL220W_mRNA,0,0,0,0
YPL219W_mRNA,0,0,0,0
YPL218W_mRNA,0,0,0,0
YPL217C_mRNA,0,0,0,0
YPL216W_mRNA,0,0,0,0
YPL215W_mRNA,0,0,0,0
YPL214C_mRNA,0,0,0,0
YPL213W_mRNA,0,0,0,0
YPL212C_mRNA,0,0,0,0
YPL211W_mRNA,0,0,0,0
YPL210C_mRNA,0,0,0,0
YPL209C_mRNA,0,0,0,0
YPL208W_mRNA,0,0,0,0
YPL207W_mRNA,0,0,0,0
YPL206C_mRNA,0,0,0,0
YPL205C_mRNA,0,0,0,0
YPL204W_mRNA,0,0,0,0
YPL203W_mRNA,0,0,0,0
YPL202C_mRNA,0,0,0,0
YPL201C_mRNA,0,0,0,0
YPL200W_mRNA,0,0,0,0
YPL199C_mRNA,0,0,0,0
YPL198W_mRNA,0,0,0,0
snR59_snoRNA,0,0,0,0
YPL197C_mRNA,0,0,0,0
YPL196W_mRNA,0,0,0,0
YPL195W_mRNA,0,0,0,0
YPL194W_mRNA,0,0,0,0
YPL193W_mRNA,0,0,0,0
YPL192C_mRNA,0,0,0,0
YPL191C_mRNA,0,0,0,0
YPL190C_mRNA,0,0,0,0
YPL189C-A_mRNA,0,0,0,0
YPL189W_mRNA,0,0,0,0
YPL188W_mRNA,0,0,0,0
YPL187W_mRNA,0,0,0,0
YPL186C_mRNA,0,0,0,0
YPL185W_mRNA,0,0,0,0
YPL184C_mRNA,0,0,0,0
YPL183W-A_mRNA,0,0,0,0
YPL183C_mRNA,0,0,0,0
YPL182C_mRNA,0,0,0,0
YPL181W_mRNA,0,0,0,0
YPL180W_mRNA,0,0,0,0
YPL179W_mRNA,0,0,0,0
tE(UUC)P_tRNA,0,0,0,0
YPL178W_mRNA,0,0,0,0
YPL177C_mRNA,0,0,0,0
YPL176C_mRNA,0,0,0,0
YPL175W_mRNA,0,0,0,0
YPL174C_mRNA,0,0,0,0
YPL173W_mRNA,0,0,0,0
YPL172C_mRNA,0,0,0,0
YPL171C_mRNA,0,0,0,0
YPL170W_mRNA,0,0,0,0
YPL169C_mRNA,0,0,0,0
YPL168W_mRNA,0,0,0,0
YPL167C_mRNA,0,0,0,0
YPL166W_mRNA,0,0,0,0
YPL165C_mRNA,0,0,0,0
YPL164C_mRNA,0,0,0,0
YPL163C_mRNA,0,0,0,0
YPL162C_mRNA,0,0,0,0
YPL161C_mRNA,0,0,0,0
YPL160W_mRNA,0,0,0,0
YPL159C_mRNA,0,0,0,0
YPL158C_mRNA,0,0,0,0
YPL157W_mRNA,0,0,0,0
YPL156C_mRNA,0,0,0,0
YPL155C_mRNA,0,0,0,0
YPL154C_mRNA,0,0,0,0
YPL153C_mRNA,0,0,0,0
YPL152W-A_mRNA,0,0,0,0
YPL152W_mRNA,0,0,0,0
YPL151C_mRNA,0,0,0,0
YPL150W_mRNA,0,0,0,0
YPL149W_mRNA,0,0,0,0
YPL148C_mRNA,0,0,0,0
YPL147W_mRNA,0,0,0,0
YPL146C_mRNA,0,0,0,0
YPL145C_mRNA,0,0,0,0
YPL144W_mRNA,0,0,0,0
snR17b_snoRNA,0,0,0,0
YPL143W_mRNA,0,0,0,0
YPL142C_mRNA,0,0,0,0
YPL141C_mRNA,0,0,0,0
YPL140C_mRNA,0,0,0,0
YPL139C_mRNA,0,0,0,0
YPL138C_mRNA,0,0,0,0
YPL137C_mRNA,0,0,0,0
YPL136W_mRNA,0,0,0,0
YPL135W_mRNA,0,0,0,0
YPL135C-A_mRNA,0,0,0,0
YPL134C_mRNA,0,0,0,0
YPL133C_mRNA,0,0,0,0
YPL132W_mRNA,0,0,0,0
YPL131W_mRNA,0,0,0,0
YPL130W_mRNA,0,0,0,0
YPL129W_mRNA,0,0,0,0
YPL128C_mRNA,0,0,0,0
YPL127C_mRNA,0,0,0,0
YPL126W_mRNA,0,0,0,0
YPL125W_mRNA,0,0,0,0
YPL124W_mRNA,0,0,0,0
YPL123C_mRNA,0,0,0,0
YPL122C_mRNA,0,0,0,0
YPL121C_mRNA,0,0,0,0
YPL120W_mRNA,0,0,0,0
YPL119C-A_mRNA,0,0,0,0
YPL119C_mRNA,0,0,0,0
YPL118W_mRNA,0,0,0,0
YPL117C_mRNA,0,0,0,0
YPL116W_mRNA,0,0,0,0
YPL115C_mRNA,0,0,0,0
YPL114W_mRNA,0,0,0,0
YPL113C_mRNA,0,0,0,0
YPL112C_mRNA,0,0,0,0
tM(CAU)P_tRNA,0,0,0,0
YPL111W_mRNA,0,0,0,0
YPL110C_mRNA,0,0,0,0
YPL109C_mRNA,0,0,0,0
YPL108W_mRNA,0,0,0,0
YPL107W_mRNA,0,0,0,0
YPL106C_mRNA,0,0,0,0
YPL105C_mRNA,0,0,0,0
YPL104W_mRNA,0,0,0,0
YPL103C_mRNA,0,0,0,0
YPL102C_mRNA,0,0,0,0
YPL101W_mRNA,0,0,0,0
YPL100W_mRNA,0,0,0,0
YPL099C_mRNA,0,0,0,0
YPL098C_mRNA,0,0,0,0
YPL097W_mRNA,0,0,0,0
YPL096C-A_mRNA,0,0,0,0
YPL096W_mRNA,0,0,0,0
YPL095C_mRNA,0,0,0,0
YPL094C_mRNA,0,0,0,0
YPL093W_mRNA,0,0,0,0
YPL092W_mRNA,0,0,0,0
YPL091W_mRNA,0,0,0,0
YPL090C_mRNA,0,0,0,0
YPL089C_mRNA,0,0,0,0
YPL088W_mRNA,0,0,0,0
YPL087W_mRNA,0,0,0,0
YPL086C_mRNA,0,0,0,0
YPL085W_mRNA,0,0,0,0
YPL084W_mRNA,0,0,0,0
YPL083C_mRNA,0,0,0,0
YPL082C_mRNA,0,0,0,0
YPL081W_mRNA,0,0,0,0
YPL080C_mRNA,0,0,0,0
YPL079W_mRNA,0,0,0,0
YPL078C_mRNA,0,0,0,0
YPL077C_mRNA,0,0,0,0
YPL076W_mRNA,0,0,0,0
YPL075W_mRNA,0,0,0,0
YPL074W_mRNA,0,0,0,0
YPL073C_mRNA,0,0,0,0
YPL072W_mRNA,0,0,0,0
YPL071C_mRNA,0,0,0,0
YPL070W_mRNA,0,0,0,0
YPL069C_mRNA,0,0,0,0
YPL068C_mRNA,0,0,0,0
YPL067C_mRNA,0,0,0,0
YPL066W_mRNA,0,0,0,0
YPL065W_mRNA,0,0,0,0
YPL064C_mRNA,0,0,0,0
YPL063W_mRNA,0,0,0,0
YPL062W_mRNA,0,0,0,0
YPL061W_mRNA,0,0,0,0
YPL060W_mRNA,0,0,0,0
tC(GCA)P1_tRNA,0,0,0,0
YPL060C-A,0,0,0,0
YPL059W_mRNA,0,0,0,0
YPL058C_mRNA,0,0,0,0
YPL057C_mRNA,0,0,0,0
YPL056C_mRNA,0,0,0,0
YPL055C_mRNA,0,0,0,0
YPL054W_mRNA,0,0,0,0
YPL053C_mRNA,0,0,0,0
YPL052W_mRNA,0,0,0,0
YPL051W_mRNA,0,0,0,0
YPL050C_mRNA,0,0,0,0
YPL049C_mRNA,0,0,0,0
YPL048W_mRNA,0,0,0,0
YPL047W_mRNA,0,0,0,0
YPL046C_mRNA,0,0,0,0
YPL045W_mRNA,0,0,0,0
YPL044C_mRNA,0,0,0,0
YPL043W_mRNA,0,0,0,0
YPL042C_mRNA,0,0,0,0
YPL041C_mRNA,0,0,0,0
YPL040C_mRNA,0,0,0,0
YPL039W_mRNA,0,0,0,0
YPL038W-A_mRNA,0,0,0,0
YPL038W_mRNA,0,0,0,0
YPL037C_mRNA,0,0,0,0
YPL036W_mRNA,0,0,0,0
YPL035C_mRNA,0,0,0,0
YPL034W_mRNA,0,0,0,0
YPL033C_mRNA,0,0,0,0
YPL032C_mRNA,0,0,0,0
YPL031C_mRNA,0,0,0,0
YPL030W_mRNA,0,0,0,0
YPL029W_mRNA,0,0,0,0
YPL028W_mRNA,0,0,0,0
YPL027W_mRNA,0,0,0,0
YPL026C_mRNA,0,0,0,0
YPL025C_mRNA,0,0,0,0
YPL024W_mRNA,0,0,0,0
YPL023C_mRNA,0,0,0,0
YPL022W_mRNA,0,0,0,0
YPL021W_mRNA,0,0,0,0
YPL020C_mRNA,0,0,0,0
YPL019C_mRNA,0,0,0,0
YPL018W_mRNA,0,0,0,0
YPL017C_mRNA,0,0,0,0
YPL016W_mRNA,0,0,0,0
YPL015C_mRNA,0,0,0,0
YPL014W_mRNA,0,0,0,0
YPL013C_mRNA,0,0,0,0
YPL012W_mRNA,0,0,0,0
YPL011C_mRNA,0,0,0,0
YPL010W_mRNA,0,0,0,0
YPL009C_mRNA,0,0,0,0
YPL008W_mRNA,0,0,0,0
YPL007C_mRNA,0,0,0,0
YPL006W_mRNA,0,0,0,0
YPL005W_mRNA,0,0,0,0
YPL004C_mRNA,0,0,0,0
YPL003W_mRNA,0,0,0,0
YPL002C_mRNA,0,0,0,0
YPL001W_mRNA,0,0,0,0
YPR001W_mRNA,0,0,0,0
YPR002W_mRNA,0,0,0,0
tF(GAA)P1_tRNA,0,0,0,0
YPR002C-A_mRNA,0,0,0,0
YPR003C_mRNA,0,0,0,0
YPR004C_mRNA,0,0,0,0
YPR005C_mRNA,0,0,0,0
YPR006C_mRNA,0,0,0,0
YPR007C_mRNA,0,0,0,0
tG(GCC)P1_tRNA,0,0,0,0
YPR008W_mRNA,0,0,0,0
YPR009W_mRNA,0,0,0,0
YPR010C_mRNA,0,0,0,0
tK(CUU)P_tRNA,0,0,0,0
YPR010C-A_mRNA,0,0,0,0
YPR011C_mRNA,0,0,0,0
YPR012W_mRNA,0,0,0,0
YPR013C_mRNA,0,0,0,0
YPR014C_mRNA,0,0,0,0
YPR015C_mRNA,0,0,0,0
YPR016C_mRNA,0,0,0,0
YPR016W-A_mRNA,0,0,0,0
YPR017C_mRNA,0,0,0,0
YPR018W_mRNA,0,0,0,0
YPR019W_mRNA,0,0,0,0
YPR020W_mRNA,0,0,0,0
YPR021C_mRNA,0,0,0,0
YPR022C_mRNA,0,0,0,0
YPR023C_mRNA,0,0,0,0
YPR024W_mRNA,0,0,0,0
YPR025C_mRNA,0,0,0,0
YPR026W_mRNA,0,0,0,0
YPR027C_mRNA,0,0,0,0
tF(GAA)P2_tRNA,0,0,0,0
YPR028W_mRNA,0,0,0,0
YPR029C_mRNA,0,0,0,0
YPR030W_mRNA,0,0,0,0
YPR031W_mRNA,0,0,0,0
YPR032W_mRNA,0,0,0,0
YPR033C_mRNA,0,0,0,0
YPR034W_mRNA,0,0,0,0
YPR035W_mRNA,0,0,0,0
YPR036W_mRNA,0,0,0,0
YPR036W-A_mRNA,0,0,0,0
YPR037C_mRNA,0,0,0,0
YPR038W_mRNA,0,0,0,0
YPR039W_mRNA,0,0,0,0
YPR040W_mRNA,0,0,0,0
YPR041W_mRNA,0,0,0,0
YPR042C_mRNA,0,0,0,0
YPR043W_mRNA,0,0,0,0
YPR044C_mRNA,0,0,0,0
YPR045C_mRNA,0,0,0,0
YPR046W_mRNA,0,0,0,0
YPR047W_mRNA,0,0,0,0
YPR048W_mRNA,0,0,0,0
YPR049C_mRNA,0,0,0,0
YPR050C_mRNA,0,0,0,0
YPR051W_mRNA,0,0,0,0
YPR052C_mRNA,0,0,0,0
YPR053C_mRNA,0,0,0,0
YPR054W_mRNA,0,0,0,0
YPR055W_mRNA,0,0,0,0
YPR056W_mRNA,0,0,0,0
YPR057W_mRNA,0,0,0,0
YPR058W_mRNA,0,0,0,0
YPR059C_mRNA,0,0,0,0
YPR060C_mRNA,0,0,0,0
YPR061C_mRNA,0,0,0,0
YPR062W_mRNA,0,0,0,0
YPR063C_mRNA,0,0,0,0
YPR064W_mRNA,0,0,0,0
YPR065W_mRNA,0,0,0,0
YPR066W_mRNA,0,0,0,0
YPR067W_mRNA,0,0,0,0
YPR068C_mRNA,0,0,0,0
YPR069C_mRNA,0,0,0,0
YPR070W_mRNA,0,0,0,0
YPR071W_mRNA,0,0,0,0
tS(UGA)P_tRNA,0,0,0,0
YPR072W_mRNA,0,0,0,0
YPR073C_mRNA,0,0,0,0
YPR074C_mRNA,0,0,0,0
YPR074W-A_mRNA,0,0,0,0
YPR075C_mRNA,0,0,0,0
YPR076W_mRNA,0,0,0,0
YPR077C_mRNA,0,0,0,0
YPR078C_mRNA,0,0,0,0
YPR079W_mRNA,0,0,0,0
YPR080W_mRNA,0,0,0,0
YPR081C_mRNA,0,0,0,0
YPR082C_mRNA,0,0,0,0
YPR083W_mRNA,0,0,0,0
YPR084W_mRNA,0,0,0,0
YPR085C_mRNA,0,0,0,0
YPR086W_mRNA,0,0,0,0
YPR087W_mRNA,0,0,0,0
YPR088C_mRNA,0,0,0,0
YPR089W_mRNA,0,0,0,0
YPR091C_mRNA,0,0,0,0
YPR092W_mRNA,0,0,0,0
snR51_snoRNA,0,0,0,0
snR70_snoRNA,0,0,0,0
snR41_snoRNA,0,0,0,0
YPR093C_mRNA,0,0,0,0
YPR094W_mRNA,0,0,0,0
YPR095C_mRNA,0,0,0,0
YPR096C_mRNA,0,0,0,0
YPR097W_mRNA,0,0,0,0
YPR098C_mRNA,0,0,0,0
YPR099C_mRNA,0,0,0,0
YPR100W_mRNA,0,0,0,0
YPR101W_mRNA,0,0,0,0
YPR102C_mRNA,0,0,0,0
YPR103W_mRNA,0,0,0,0
YPR104C_mRNA,0,0,0,0
YPR105C_mRNA,0,0,0,0
YPR106W_mRNA,0,0,0,0
YPR107C_mRNA,0,0,0,0
YPR108W_mRNA,0,0,0,0
YPR108W-A_mRNA,0,0,0,0
tT(UGU)P_tRNA,0,0,0,0
YPR109W_mRNA,0,0,0,0
YPR110C_mRNA,0,0,0,0
YPR111W_mRNA,0,0,0,0
YPR112C_mRNA,0,0,0,0
YPR113W_mRNA,0,0,0,0
YPR114W_mRNA,0,0,0,0
YPR115W_mRNA,0,0,0,0
YPR116W_mRNA,0,0,0,0
YPR117W_mRNA,0,0,0,0
YPR118W_mRNA,0,0,0,0
tK(UUU)P_tRNA,0,0,0,0
YPR119W_mRNA,0,0,0,0
YPR120C_mRNA,0,0,0,0
tC(GCA)P2_tRNA,0,0,0,0
YPR121W_mRNA,0,0,0,0
YPR122W_mRNA,0,0,0,0
YPR123C_mRNA,0,0,0,0
YPR124W_mRNA,0,0,0,0
YPR125W_mRNA,0,0,0,0
YPR126C_mRNA,0,0,0,0
YPR127W_mRNA,0,0,0,0
YPR128C_mRNA,0,0,0,0
YPR129W_mRNA,0,0,0,0
YPR130C_mRNA,0,0,0,0
YPR131C_mRNA,0,0,0,0
YPR132W_mRNA,0,0,0,0
YPR133C_mRNA,0,0,0,0
YPR133W-A_mRNA,0,0,0,0
YPR134W_mRNA,0,0,0,0
YPR135W_mRNA,0,0,0,0
YPR136C_mRNA,0,0,0,0
YPR137W_mRNA,0,0,0,0
tN(GUU)P_tRNA,0,0,0,0
YPR138C_mRNA,0,0,0,0
YPR139C_mRNA,0,0,0,0
YPR140W_mRNA,0,0,0,0
YPR141C_mRNA,0,0,0,0
YPR142C_mRNA,0,0,0,0
YPR143W_mRNA,0,0,0,0
tI(AAU)P1_tRNA,0,0,0,0
YPR144C_mRNA,0,0,0,0
snR45_snoRNA,0,0,0,0
YPR145W_mRNA,0,0,0,0
YPR145C-A_mRNA,0,0,0,0
YPR146C_mRNA,0,0,0,0
YPR147C_mRNA,0,0,0,0
YPR148C_mRNA,0,0,0,0
YPR149W_mRNA,0,0,0,0
YPR150W_mRNA,0,0,0,0
YPR151C_mRNA,0,0,0,0
YPR152C_mRNA,0,0,0,0
YPR153W_mRNA,0,0,0,0
YPR154W_mRNA,0,0,0,0
YPR155C_mRNA,0,0,0,0
YPR156C_mRNA,0,0,0,0
YPR157W_mRNA,0,0,0,0
YPR158W_mRNA,0,0,0,0
tA(AGC)P_tRNA,0,0,0,0
YPR159W_mRNA,0,0,0,0
YPR159C-A_mRNA,0,0,0,0
tG(GCC)P2_tRNA,0,0,0,0
YPR160W_mRNA,0,0,0,0
YPR160W-A_mRNA,0,0,0,0
YPR160C-A_mRNA,0,0,0,0
YPR161C_mRNA,0,0,0,0
YPR162C_mRNA,0,0,0,0
YPR163C_mRNA,0,0,0,0
YPR164W_mRNA,0,0,0,0
YPR165W_mRNA,0,0,0,0
YPR166C_mRNA,0,0,0,0
YPR167C_mRNA,0,0,0,0
YPR168W_mRNA,0,0,0,0
YPR169W_mRNA,0,0,0,0
tI(AAU)P2_tRNA,0,0,0,0
YPR170C_mRNA,0,0,0,0
YPR169W-A_mRNA,0,0,0,0
YPR170W-B_mRNA,0,0,0,0
YPR170W-A_mRNA,0,0,0,0
YPR171W_mRNA,0,0,0,0
YPR172W_mRNA,0,0,0,0
YPR173C_mRNA,0,0,0,0
YPR174C_mRNA,0,0,0,0
YPR175W_mRNA,0,0,0,0
YPR176C_mRNA,0,0,0,0
YPR177C_mRNA,0,0,0,0
YPR178W_mRNA,0,0,0,0
YPR179C_mRNA,0,0,0,0
YPR180W_mRNA,0,0,0,0
YPR181C_mRNA,0,0,0,0
YPR182W_mRNA,0,0,0,0
YPR183W_mRNA,0,0,0,0
YPR184W_mRNA,0,0,0,0
YPR185W_mRNA,0,0,0,0
YPR186C_mRNA,0,0,0,0
YPR187W_mRNA,0,0,0,0
YPR188C_mRNA,0,0,0,0
YPR189W_mRNA,0,0,0,0
YPR190C_mRNA,0,0,0,0
YPR191W_mRNA,0,0,0,0
YPR192W_mRNA,0,0,0,0
YPR193C_mRNA,0,0,0,0
YPR194C_mRNA,0,0,0,0
YPR195C_mRNA,0,0,0,0
YPR196W_mRNA,0,0,0,0
YPR197C_mRNA,0,0,0,0
YPR198W_mRNA,0,0,0,0
YPR199C_mRNA,0,0,0,0
YPR200C_mRNA,0,0,0,0
YPR201W_mRNA,0,0,0,0
YPR202W_mRNA,0,0,0,0
YPR203W_mRNA,0,0,0,0
YPR204W_mRNA,0,0,0,0
YPR204C-A_mRNA,0,0,0,0
YOL166W-A_mRNA,0,0,0,0
YOL166C_mRNA,0,0,0,0
